id,name,latitude,longitude,address,hash_tags,unique_page
273,Lugano's,45.567942,-73.729165,1723 Boulevard St-Martin O,"Italian,Grill,Mussels,Pasta",https://www.restomontreal.ca/resto/luganos-chomedey/1594/en/
274,Aiko Sushi,45.532397,-73.574694,1680 Avenue du Mont-Royal E,"Sushi,Asian,Japanese,Poke Bowl,Vegan Options,Gluten-free Options",https://www.restomontreal.ca/resto/aiko-sushi-le-plateau/4362/en/
275,Toro Rosso,45.520702,-73.554288,1453 Rue Ste-Catherine E,"Italian,Grill,Pizza,Pasta,Gluten-free Options",https://www.restomontreal.ca/resto/toro-rosso-village-centre-sud/6191/en/
276,Bar à Vin Liège,45.739585,-73.446248,465 Rue Notre-Dame,"Bistro,Market,Regional,Vegetarian,French,Smokehouse",https://www.restomontreal.ca/resto/bar-a-vin-liege-repentigny/13802/en/
277,CAFÉ KRÉMA,45.500492,-73.567301,900 Boulevard René-Lévesque O,"Café,Pastries,Sandwiches,Breakfast,Poke Bowl,Salads",https://www.restomontreal.ca/resto/cafe-krema-downtown/14614/en/
278,Sushi Taxi,45.891353,-74.152815,100 Avenue de la Gare RR 6,"Sushi,Asian,Vegetarian,Poke Bowl,Gluten-free Options",https://www.restomontreal.ca/resto/sushi-taxi-saint-sauveur/3409/en/
279,SHAKER Cuisine & Mixologie,45.561148,-73.742774,1750 Avenue Pierre-Péladeau,"Burgers,Tartare,Comfort Food,Poke Bowl,Poutine,Salads",https://www.restomontreal.ca/resto/shaker-cuisine-mixologie-chomedey/15843/en/
280,Restaurant Di Vino,45.577039,-73.330811,1970 Rue Léonard-de-Vinci,"Italian,Pasta,Grill,Salads",https://www.restomontreal.ca/resto/restaurant-di-vino-sainte-julie/15331/en/
281,Grigio,45.572624,-73.720373,993 Boulevard St-Martin O,"Italian,Grill,Pasta,Mussels,Gluten-free Options",https://www.restomontreal.ca/resto/grigio-chomedey/2709/en/
282,Restaurant L'Express,45.619573,-73.780305,85 Boulevard Ste-Rose,"Casse-Croute (Snack Bar),Pizza,Sandwiches,Poutine,Burgers,Canadian",https://www.restomontreal.ca/resto/restaurant-lexpress-sainte-rose/12173/en/
283,La Limette,45.546502,-73.593878,2215 Rue Beaubien E,"Mexican,Tapas,Grill,Latin American,Soups,Gluten-free Options",https://www.restomontreal.ca/resto/la-limette-rosemont-la-petite-patrie/16842/en/
284,Le RAVITO Café-Buvette,45.522627,-73.574305,4051 Rue St-Hubert,"Sandwiches,Café,Buvette,Grilled Cheese,Bagels,Breakfast",https://www.restomontreal.ca/resto/le-ravito-cafe-buvette-le-plateau/19594/en/
285,El Meson,45.432713,-73.679481,1678 Boulevard St-Joseph,"Mexican,Latin American",https://www.restomontreal.ca/resto/el-meson-lachine/1508/en/
286,Barils & Ardoises,45.861465,-74.070123,2925 Boulevard Curé-Labelle,"Bistro,Burgers,Tartare,Poutine,Salads,Grilled Cheese",https://www.restomontreal.ca/resto/barils-ardoises-prevost/10939/en/
287,Lucille's Mont-Tremblant,46.211272,-74.585776,170A Chemin du Curé Deslauriers,"Seafood/Fish,Grill,Fish & Chips,Tartare,Burgers,Steakhouse",https://www.restomontreal.ca/resto/lucilles-mont-tremblant-mont-tremblant/15956/en/
288,FireGrill,45.493871,-73.705098,3500 Boulevard de la Côte-Vertu,"Steakhouse,Grill,Seafood/Fish,Gluten-free Options",https://www.restomontreal.ca/resto/firegrill-ville-saint-laurent/742/en/
289,Souvlaki Authentique,45.393915,-73.955995,98 Boulevard Perrot,"Greek,Grill,Mediterranean,Seafood/Fish,Vegetarian,Gluten-free Options",https://www.restomontreal.ca/resto/souvlaki-authentique-l-ile-perrot/11678/en/
290,Café RICARDO,45.562016,-73.744895,150 Promenade du Centropolis,"Bistro,Breakfast,Regional,Desserts & Sweets,Tartare,Salads",https://www.restomontreal.ca/resto/cafe-ricardo-chomedey/12176/en/
291,Du Boucher À La Table,45.579934,-73.596107,4919 Rue Jarry E,"Steakhouse,Grill,Italian,Pasta,Tartare,Mussels",https://www.restomontreal.ca/resto/du-boucher-a-la-table-anjou-st-leonard/12534/en/
292,Viana-Sol,45.500669,-73.420259,5428 Boulevard Cousineau,"Portuguese,French,Seafood/Fish,Grill,Bistro,Wild Game",https://www.restomontreal.ca/resto/viana-sol-saint-hubert/1555/en/
293,Muze Lounge & Terrasse,45.507151,-73.569114,355 Boulevard de Maisonneuve O,"Mediterranean,Creative,Fusion,Healthy,Grill,Tartare",https://www.restomontreal.ca/resto/muze-lounge-terrasse-quartier-des-spectacles/16771/en/
294,K2+ Bistro,45.497735,-73.577302,1468 Rue Crescent,"Sushi,Japanese,Fusion,Asian",https://www.restomontreal.ca/resto/k2-bistro-downtown/11501/en/
295,Les Deux Fours,45.551325,-73.599406,2379 Rue Bélanger E,"Pizza,Pasta,Italian,Peruvian,Rotisserie,Fusion",https://www.restomontreal.ca/resto/les-deux-fours-villeray-saint-michel/2936/en/
296,Le Skratch,45.542874,-73.748959,965 Boulevard Curé-Labelle,"Burgers,Pizza,Grill,Salads,Pasta,Poutine",https://www.restomontreal.ca/resto/le-skratch-chomedey/543/en/
297,Marché Artisans,45.500492,-73.567301,900 Boulevard René-Lévesque O,"Breakfast,Ice Cream,Deli,Sandwiches,Salads,Market",https://www.restomontreal.ca/resto/marche-artisans-downtown/13249/en/
298,L'Hamburger,45.538508,-73.605931,933 Rue St-Zotique E,"Burgers,American,Poutine,Comfort Food,Canadian,Juice Bar & Smoothies",https://www.restomontreal.ca/resto/lhamburger-rosemont-la-petite-patrie/13928/en/
299,SHAKER Cuisine & Mixologie,45.513107,-73.571023,3518 Boulevard St-Laurent,"Burgers,Tartare,Comfort Food,Poke Bowl,Poutine,Salads",https://www.restomontreal.ca/resto/shaker-cuisine-mixologie-downtown/13273/en/
300,Mikasa Sushi Bar Chiisai,45.592676,-73.669026,3005 Boulevard Concorde E,"Japanese,Sushi",https://www.restomontreal.ca/resto/mikasa-sushi-bar-chiisai-duvernay/3133/en/
301,La Petite Marche,45.526755,-73.588662,5035 Rue Saint-Denis,"French,Italian,Mediterranean,Breakfast,Café",https://www.restomontreal.ca/resto/la-petite-marche-le-plateau/1099/en/
302,Siam,45.324989,-73.266991,725 Boulevard du Séminaire N,"Thai,Fusion,Asian,Vegetarian,Vegan Options,Gluten-free Options",https://www.restomontreal.ca/resto/siam-st-jean-sur-richelieu/16897/en/
303,DEUX restaurant x bar à vin,45.639338,-73.84187,2 Rue Turgeon,"Market,Creative,Regional,Bistro,Mediterranean,Tapas",https://www.restomontreal.ca/resto/deux-restaurant-x-bar-a-vin-sainte-therese/4895/en/
304,L'Annexe BreWskey,45.509127,-73.551524,360 Rue St-Paul E,"Bistro,Smokehouse,Comfort Food,Pub Food,Grill,Poutine",https://www.restomontreal.ca/resto/lannexe-brewskey-old-montreal/17228/en/
305,Basha,45.774985,-74.002656,249 Rue St-George,"Lebanese,Middle Eastern,Vegetarian,Grill,Salads,Vegan Options",https://www.restomontreal.ca/resto/basha-saint-jerme/13056/en/
306,Chez Delmo,45.502528,-73.558443,275 Rue Notre-Dame O,"French,Seafood/Fish,Tartare,Mussels,Regional,Grill",https://www.restomontreal.ca/resto/chez-delmo-old-montreal/1904/en/
307,Restaurant Solymar Laval,45.577524,-73.712426,443 Boulevard St-Martin O,"Peruvian,Latin American,Seafood/Fish,Grill,Mussels,Soups",https://www.restomontreal.ca/resto/restaurant-solymar-laval-laval-des-rapides/14619/en/
308,Trattoria La Villetta,45.512535,-73.692958,1898 Boulevard Thimens,"Italian,Pizza,Pasta",https://www.restomontreal.ca/resto/trattoria-la-villetta-ville-saint-laurent/3505/en/
309,Panama Rotisserie,45.485195,-73.801396,11604 Boulevard De Salaberry,"Greek,Grill,Mediterranean,Seafood/Fish,BBQ,Rotisserie",https://www.restomontreal.ca/resto/panama-rotisserie-dollard-des-ormeaux/2855/en/
310,Groupe RestosDix30 - Traiteur Corporatif,45.441052,-73.440323,6000 Boulevard Rome,"International,Market,Regional,Healthy,Seafood/Fish,Salads",https://www.restomontreal.ca/resto/groupe-restosdix30-traiteur-corporatif-brossard/14248/en/
311,L'Estaminet,45.560164,-73.657705,1340 Rue Fleury E,"Bistro,French,Comfort Food,Regional,Market,Breakfast",https://www.restomontreal.ca/resto/lestaminet-ahuntsic-cartierville/1110/en/
312,Le Mille Notre-Dame,45.413235,-73.002963,1000 Rue Notre-Dame,"Bistro,Regional,French",https://www.restomontreal.ca/resto/le-mille-notre-dame-saint-cesaire/12234/en/
313,Vieux-Port Steakhouse,45.506228,-73.553578,39 Rue St-Paul E,"Steakhouse,Grill,Seafood/Fish",https://www.restomontreal.ca/resto/vieux-port-steakhouse-old-montreal/1545/en/
314,Club Electric Avenue,45.497736,-73.577477,1476 Rue Crescent,Bar,https://www.restomontreal.ca/resto/club-electric-avenue-downtown/14898/en/
315,Le P'tit Plateau,45.522172,-73.581067,330 Rue Marie-Anne E,"French,Bistro,Vegetarian,Vegan Options,Gluten-free Options",https://www.restomontreal.ca/resto/le-ptit-plateau-le-plateau/1535/en/
316,La Grotte des Fromages,45.579934,-73.596107,4919 Rue Jarry E,"Sandwiches,Pasta,Italian,Deli",https://www.restomontreal.ca/resto/la-grotte-des-fromages-anjou-st-leonard/11190/en/
317,Chez Alexandre et fils,45.500514,-73.574242,1454 Rue Peel,"French,Bistro,Tartare,Market,Seafood/Fish,Steakhouse",https://www.restomontreal.ca/resto/chez-alexandre-et-fils-downtown/22/en/
318,Geppetto Pizzeria,45.549032,-73.591159,2510 Rue Beaubien E,"Pizza,Italian,Bistro,Salads,Pasta",https://www.restomontreal.ca/resto/geppetto-pizzeria-rosemont-la-petite-patrie/5327/en/
319,Il Fornetto,45.433214,-73.681592,1900 Boulevard St-Joseph,"Italian,Pizza",https://www.restomontreal.ca/resto/il-fornetto-lachine/913/en/
320,AliceÔchoux Pâtisserie & Crêperie créative,45.525227,-73.585311,4701 Rue St-Denis,"Crêpes,Pastries,Desserts & Sweets,Café,Gluten-free Options,Ice Cream",https://www.restomontreal.ca/resto/aliceochoux-patisserie-creperie-creative-le-plateau/18842/en/
321,Resto Végo,45.515426,-73.564635,1720 Rue Saint-Denis,"Vegetarian,Vegan Options,Sandwiches,Healthy,Ice Cream,Salads",https://www.restomontreal.ca/resto/resto-vego-latin-quarter/557/en/
322,3 Shish,45.753623,-73.441976,360-84 Rue Industriel,"Lebanese,Middle Eastern,Grill,Vegetarian,Salads,Burgers",https://www.restomontreal.ca/resto/3-shish-repentigny/11866/en/
323,Taasty Thai,45.712078,-73.513019,"323, Montée des Pionniers","Thai,Cambodian,Vietnamese,Asian,Fusion,Gluten-free Options",https://www.restomontreal.ca/resto/taasty-thai-terrebonne-lachenaie/5398/en/
324,Pizzédélic,45.571662,-73.445863,1155A Place Nobel,"Pizza,Pasta,Grill",https://www.restomontreal.ca/resto/pizzedelic-boucherville/4306/en/
325,Restaurant Fellini,45.576194,-73.891958,400 Rue Dubois,"Italian,Pasta,Grill,Tapas,Tartare",https://www.restomontreal.ca/resto/restaurant-fellini-saint-eustache/10931/en/
326,LA BOULETTE,45.546633,-73.593834,2223 Rue Beaubien E,"Poutine,Burgers,Tartare,Bistro,Salads,Comfort Food",https://www.restomontreal.ca/resto/la-boulette-rosemont-la-petite-patrie/5834/en/
327,New Mama C,45.504114,-73.5542,100 Rue Saint-Paul O,"Greek,Mediterranean,Grill,Seafood/Fish,Breakfast,Gluten-free Options",https://www.restomontreal.ca/resto/mama-c-old-montreal/18707/en/
328,Ohana Sushi Vegan,45.523271,-73.583379,330 Avenue Mont-Royal E,"Sushi,Vegan/100% Plant-Based,Vegan Options,Poke Bowl,Healthy,Japanese",https://www.restomontreal.ca/resto/ohana-sushi-vegan-le-plateau/13339/en/
329,Le Déli 440,45.567573,-73.767484,3535 Route Laval O.,"Smoked Meat,Breakfast,Deli,Casse-Croute (Snack Bar),Poutine,Burgers",https://www.restomontreal.ca/resto/le-deli-440-chomedey/11564/en/
330,Restaurant Solymar Montreal,45.543636,-73.620003,7610 Rue St-Hubert,"Peruvian,Latin American,Seafood/Fish,Grill,Mussels,Salads",https://www.restomontreal.ca/resto/restaurant-solymar-montreal-villeray-saint-michel/3418/en/
331,Allô mon Coco,45.510498,-73.562662,70 Rue Sainte- Catherine E,"Breakfast,Salads,Burgers,Grill,Crêpes,Sandwiches",https://www.restomontreal.ca/resto/allo-mon-coco-downtown/12109/en/
332,Le Poutine Bar,45.559017,-73.862584,4750 Boulevard Ste-Rose,"Casse-Croute (Snack Bar),Poutine,Burgers,Comfort Food,Sandwiches,Pizza",https://www.restomontreal.ca/resto/le-poutine-bar-fabreville/11476/en/
333,Les Enfants Terribles,45.447687,-73.429674,100 Avenue de l'Équinoxe,"Comfort Food,Market,French,Bistro,Tartare,Grill",https://www.restomontreal.ca/resto/les-enfants-terribles-brossard/14911/en/
334,Jack Saloon,45.441557,-73.439459,1720 Avenue des Lumières,"Burgers,BBQ,Grill,Steakhouse,Smokehouse,American",https://www.restomontreal.ca/resto/jack-saloon-brossard/6808/en/
335,L'Anaconda Restaurant,45.546946,-73.660343,9920 Boulevard St-Laurent,"Peruvian,Mexican,Colombian,Latin American,Tapas,Grill",https://www.restomontreal.ca/resto/lanaconda-restaurant-ahuntsic-cartierville/15925/en/
336,New TABERNACLE,45.734699,-73.612876,"583, Montée Masson","Bistro,Grill,Market,French,Gluten-free Options",https://www.restomontreal.ca/resto/tabernacle-mascouche/19297/en/
337,Microbrasserie 4 Origines,45.48821,-73.557979,1304 Rue St-Patrick,Bar,https://www.restomontreal.ca/resto/microbrasserie-4-origines-little-burgundy/14599/en/
338,Groupe Satori,45.324989,-73.266991,725 Bd du Séminaire N,Bar,https://www.restomontreal.ca/resto/groupe-satori-st-jean-sur-richelieu/18503/en/
339,Taiyo BBQ,45.441049,-73.437355,9700 Boulevard Leduc,"BBQ,Japanese,Fusion,Grill,Asian",https://www.restomontreal.ca/resto/taiyo-bbq-brossard/19508/en/
340,Viva Restaurant + Bar,45.519164,-73.58084,107 Rue Rachel E,"Italian,Portuguese,Seafood/Fish,Pizza,Pasta,Grill",https://www.restomontreal.ca/resto/viva-restaurant-bar-le-plateau/17184/en/
341,New Kimpo Korean BBQ,45.495304,-73.410174,5959 Boul Cousineau,"Korean,BBQ,Sushi,Japanese,Chinese,Grill",https://www.restomontreal.ca/resto/kimpo-korean-bbq-saint-hubert/18765/en/
342,Maison de Soma,46.09036,-74.578387,380 Chemin Paquette,"International,Market,Regional,Asian,Fusion,Grill",https://www.restomontreal.ca/resto/maison-de-soma-mont-tremblant/17123/en/
343,Grigio,45.341206,-73.285246,1265 Rue Douglas,"Italian,Grill,Pasta,Mussels,Gluten-free Options",https://www.restomontreal.ca/resto/grigio-st-jean-sur-richelieu/14079/en/
344,Menthe et Couscous,45.514805,-73.563635,361 Rue Émery,"Middle Eastern,Moroccan,Mediterranean,Grill,Vegetarian,Halal",https://www.restomontreal.ca/resto/menthe-et-couscous-latin-quarter/2438/en/
345,Allô mon Coco,45.494143,-73.656004,5405 Rue des Jockeys,"Breakfast,Salads,Burgers,Grill,Crêpes,Sandwiches",https://www.restomontreal.ca/resto/allo-mon-coco-cote-des-neiges/14764/en/
346,Kyomi,45.438421,-73.622611,7660 Boulevard Newman,"Asian,Japanese,Sushi,Fusion,Tartare,Gluten-free Options",https://www.restomontreal.ca/resto/kyomi-lasalle/2783/en/
347,Pandora Supper Club,45.576496,-73.713718,579 Boulevard St-Martin O,"Tapas,Sushi,Tartare,Creative",https://www.restomontreal.ca/resto/pandora-supper-club-chomedey/16846/en/
348,Rizière D'Asie Express,45.325595,-73.736674,529 Boulevard St-Jean Baptiste,"Sushi,Japanese,Vietnamese,Asian,Dumplings,Bubble tea",https://www.restomontreal.ca/resto/riziere-dasie-express-chateauguay/17270/en/
349,Labarake Caserne à Manger,45.544864,-73.561197,3165 Rue Rachel E,"Regional,Grill,BBQ,Tartare,Fish & Chips,Market",https://www.restomontreal.ca/resto/labarake-caserne-a-manger-rosemont-la-petite-patrie/7357/en/
350,Le Blind Pig,45.548137,-73.542573,3882 Rue Ontario E,"Smokehouse,BBQ,Comfort Food,Chicken Wings,Poutine,Smoked Meat",https://www.restomontreal.ca/resto/le-blind-pig-hochelaga-maisonneuve/9035/en/
351,Jérôme Ferrer - Europea,45.496482,-73.571779,1065 Rue de la Montagne,"French,Vegetarian,Tartare",https://www.restomontreal.ca/resto/jerome-ferrer-europea-downtown/685/en/
352,New Baguette Brochette,45.537416,-73.606174,6672 Rue St-Hubert,"Sandwiches,Salads,Café,French,African",https://www.restomontreal.ca/resto/baguette-brochette-rosemont-la-petite-patrie/17567/en/
353,Séoul Yokoso,45.459472,-73.466552,7400 Boulevard Taschereau,"Korean,BBQ,Sushi,Asian,Grill,Gluten-free Options",https://www.restomontreal.ca/resto/seoul-yokoso-brossard/13463/en/
354,Le Georgia,45.483563,-73.629822,5112 Boulevard Décarie,"Georgian,Russian",https://www.restomontreal.ca/resto/le-georgia-cote-des-neiges/1250/en/
355,Resto Bar Nemo,45.514553,-73.571889,64 Rue Prince-Arthur E,"Vietnamese,Asian,Fusion,Grill,Thai,Tapas",https://www.restomontreal.ca/resto/resto-bar-nemo-le-plateau/17375/en/
356,Jacopo,45.507707,-73.553255,436 Place Jacques-Cartier,"Italian,Pasta,Charcuterie",https://www.restomontreal.ca/resto/jacopo-old-montreal/12666/en/
357,Jacques Cartier Pizza,45.340515,-73.285566,174 Boulevard St-Luc S-117,"Pizza,Poutine,Comfort Food,Gluten-free Options",https://www.restomontreal.ca/resto/jacques-cartier-pizza-st-jean-sur-richelieu/17158/en/
358,Le BAM - Bière au Menu,45.665504,-73.76141,"71, Montée Gagnon","Pub Food,Poutine,Burgers,Smoked Meat,Fish & Chips,Salads",https://www.restomontreal.ca/resto/bam-biere-menu-bois-des-filion/3635/en/
359,Matsuno Sushi Fusion,45.474262,-73.834567,3811 Boulevard St-Jean,"Sushi,Japanese,Asian,Fusion,Szechuan",https://www.restomontreal.ca/resto/matsuno-sushi-fusion-dollard-des-ormeaux/11964/en/
360,Allô mon Coco,45.533353,-73.65564,9197 Boulevard de l'Acadie,"Breakfast,Salads,Burgers,Grill,Crêpes,Sandwiches",https://www.restomontreal.ca/resto/allo-mon-coco-ahuntsic-cartierville/10393/en/
361,Le Rose-Marie,45.527799,-73.549726,1550 Rue Fullum,"Italian,Pasta,Market,Creative,Charcuterie",https://www.restomontreal.ca/resto/le-rose-marie-village-centre-sud/13567/en/
362,ZIBO! Restaurant-Bar,45.405803,-74.042664,3206 Boulevard de la Gare,"Californian,Grill,Salads,Pasta,Pizza,Burgers",https://www.restomontreal.ca/resto/zibo-restaurant-bar-vaudreuil-dorion/12570/en/
363,Bazart,45.495309,-73.557365,950 Rue Ottawa,"Grill,Mediterranean,Vegetarian,Tartare,Tapas",https://www.restomontreal.ca/resto/bazart-griffintown/14640/en/
364,Clébard,45.524561,-73.583685,4557 Rue Saint-Denis,"Bistro,Poutine",https://www.restomontreal.ca/resto/clebard-le-plateau/6741/en/
365,La Maison Pékin,45.590386,-73.669985,2850 Boulevard de la Concorde E,"Chinese,Szechuan,Asian,Dumplings",https://www.restomontreal.ca/resto/la-maison-pekin-duvernay/1208/en/
366,3 Amigos,45.494424,-73.578984,1657 Rue Ste-Catherine O,"Mexican,Cajun,Latin American",https://www.restomontreal.ca/resto/3-amigos-downtown/1656/en/
367,New Café Restaurant Nab,45.469856,-73.608698,5563 Chemin Upper Lachine,"Persian,Iranian,Mediterranean,Middle Eastern,Vegetarian,Breakfast",https://www.restomontreal.ca/resto/cafe-restaurant-nab-notre-dame-de-grace-ndg/3348/en/
368,La Perle Vietnamienne,45.605706,-73.731939,2020 Boulevard des Laurentides,"Vietnamese,Asian,Sushi,Japanese,Thai",https://www.restomontreal.ca/resto/la-perle-vietnamienne-vimont/3407/en/
369,Bistro Des Bières Belges,45.500011,-73.486083,2088 Rue Montcalm,"Belgian,Bistro,Grill,Mussels,Comfort Food,Poke Bowl",https://www.restomontreal.ca/resto/bistro-des-bieres-belges-saint-hubert/176/en/
370,Katsu Sushi,45.49627,-73.408507,5986 Boulevard Cousineau,"Sushi,Japanese,Fusion,Asian,Vegetarian,Poke Bowl",https://www.restomontreal.ca/resto/katsu-sushi-saint-hubert/6668/en/
371,Chez Meiko Terrebonne,45.76429,-73.725897,7000 Boulevard Laurier,"Asian,Sushi,Fusion,Japanese,Grill,Tartare",https://www.restomontreal.ca/resto/chez-meiko-terrebonne-terrebonne-lachenaie/12115/en/
372,Chez Lien,45.529468,-73.512767,753 Rue St-Laurent O,"Vietnamese,Grill,Asian,Healthy",https://www.restomontreal.ca/resto/chez-lien-longueuil/3244/en/
373,La Piazzetta,45.517692,-73.557106,1101 Rue Ste-Catherine E,"Pizza,Italian,Salads,Bistro,Mediterranean,Pasta",https://www.restomontreal.ca/resto/la-piazzetta-village-centre-sud/1220/en/
374,Aldea,45.519585,-73.584857,4403 Boulevard St-Laurent,"Portuguese,Grill,Mediterranean,Seafood/Fish,Tapas",https://www.restomontreal.ca/resto/aldea-le-plateau/11355/en/
375,Au Coin Berbere Couscous Montreal,45.515427,-73.571003,166 Rue Prince Arthur E,"Couscous,Mediterranean,Moroccan",https://www.restomontreal.ca/resto/au-coin-berbere-couscous-montreal-le-plateau/30/en/
376,La Fondue,45.710244,-73.651192,1421 Chemin Gascon,"Fondue,Crêpes,Gluten-free Options",https://www.restomontreal.ca/resto/la-fondue-terrebonne-lachenaie/19994/en/
377,Ristorante Voga,45.873798,-74.076592,3029 Boulevard Curé-Labelle,"Italian,Pizza,Pasta",https://www.restomontreal.ca/resto/ristorante-voga-prevost/11075/en/
378,Le Roux,45.335011,-72.651664,65 Rue de la Rive Droite,"Bistro,Market,Tapas,Seafood/Fish,Grill,Charcuterie",https://www.restomontreal.ca/resto/le-roux-bromont/16975/en/
379,Le Perché Bar Terrasse,45.507284,-73.553191,153 Rue St-Amable,"Poke Bowl,Mexican,Hawaiian,Californian,Healthy,Tartare",https://www.restomontreal.ca/resto/le-perche-bar-terrasse-old-montreal/11904/en/
380,Microbrasserie Shawbridge,45.872752,-74.076194,3023 Boulevard Curé-Labelle,"Deli,Sandwiches,Grill,Pizza,Poutine,Smoked Meat",https://www.restomontreal.ca/resto/microbrasserie-shawbridge-prevost/12685/en/
381,Janine Café-Brunch,45.464835,-73.566688,3900 Rue Wellington,"Breakfast,Café,Bistro,Healthy,Creative,Desserts & Sweets",https://www.restomontreal.ca/resto/janine-cafe-brunch-verdun/12744/en/
382,Bord'Elle Boutique Bar & Restaurant,45.501915,-73.559546,390 Rue St-Jacques O.,"Market,Tartare,Seafood/Fish,Grill,Pasta,Gluten-free Options",https://www.restomontreal.ca/resto/bordelle-boutique-bar-restaurant-old-montreal/11526/en/
383,Osaka Sushi,45.538784,-73.746446,758 Boulevard Curé-Labelle,"Sushi,Japanese,Asian,Gluten-free Options",https://www.restomontreal.ca/resto/osaka-sushi-chomedey/1575/en/
384,Club Pelicano,45.504502,-73.563422,1076 Rue de Bleury,"Bar,Comfort Food,Peruvian",https://www.restomontreal.ca/resto/club-pelicano-downtown/12411/en/
385,L'in-time,45.462943,-73.567736,299 Rue de l'Église,"Italian,Seafood/Fish,Mediterranean,Tartare,Pasta,Mussels",https://www.restomontreal.ca/resto/lin-time-verdun/2559/en/
386,Sortez les canons,45.569229,-73.199748,3 Rue Saint-Jean-Baptiste,"Market,Tartare,Pasta,Charcuterie,Grill,Gluten-free Options",https://www.restomontreal.ca/resto/sortez-les-canons-beloeil/14646/en/
387,O.Noir,45.515089,-73.571374,124 Rue Prince Arthur E,"International,French,Contemporary/Modern,Fusion,Tartare,Burgers",https://www.restomontreal.ca/resto/o-noir-downtown/1897/en/
388,Restaurant Abouda,45.53575,-73.601864,6349 Rue St-Hubert,"Tunisian,Grill,Vegetarian,Vegan Options,Mediterranean",https://www.restomontreal.ca/resto/restaurant-abouda-rosemont-la-petite-patrie/16986/en/
389,Dila,45.750894,-73.608395,2781 Chemin Ste-Marie,"Grill,Italian,Sandwiches,Chicken Wings,Fondue,Pasta",https://www.restomontreal.ca/resto/dila-mascouche/17114/en/
390,Geppetto Pizzeria,45.568273,-73.181682,537 Boulevard Sir-Wilfrid-Laurier,"Pizza,Bistro,Italian,Salads,Pasta",https://www.restomontreal.ca/resto/geppetto-pizzeria-mont-saint-hilaire/12501/en/
391,El Gordo,45.500499,-73.510133,575 Avenue Victoria,"Mexican,Latin American,Vegetarian,Gluten-free Options",https://www.restomontreal.ca/resto/el-gordo-saint-lambert/17774/en/
392,Dirty D,45.44476,-73.435535,"1505 Avenue des Lumières, suite 15","Mexican,Latin American,Tapas,Vegetarian,Gluten-free Options",https://www.restomontreal.ca/resto/dirty-d-brossard/12351/en/
393,Jack Saloon,46.342313,-72.54259,332 Rue des Forges,"Burgers,BBQ,Grill,Steakhouse,Smokehouse,American",https://www.restomontreal.ca/resto/jack-saloon-trois-rivieres/11138/en/
394,Sushi Taxi,45.753189,-73.441517,84 Boulevard Industriel,"Sushi,Asian,Vegetarian,Poke Bowl,Gluten-free Options",https://www.restomontreal.ca/resto/sushi-taxi-repentigny/13815/en/
395,Aux Lilas,45.52221,-73.602866,5570 Avenue du Parc,"Lebanese,Middle Eastern,Vegetarian,Mediterranean",https://www.restomontreal.ca/resto/aux-lilas-mile-end/2349/en/
396,SpiceBros,45.648555,-73.499868,91 Rue St-Catherine E,"Indian,Sandwiches,Poutine,Chicken Wings,Vegetarian",https://www.restomontreal.ca/resto/spicebros-quartier-des-spectacles/13306/en/
397,Sushi Taxi,46.37671,-72.552619,4 Rue des Ormeaux,"Sushi,Asian,Vegetarian,Poke Bowl,Gluten-free Options",https://www.restomontreal.ca/resto/sushi-taxi-cap-de-la-madeleine/12225/en/
398,3 Amigos,45.569989,-73.448524,1150A Rue Volta,"Mexican,Cajun,Latin American",https://www.restomontreal.ca/resto/3-amigos-boucherville/14062/en/
399,Masala Art,45.48508,-73.801522,11612 Boulevard de Salaberry,"Indian,Fusion",https://www.restomontreal.ca/resto/masala-art-dollard-des-ormeaux/14145/en/
400,Resto-Bar Le Turf au Oasis Surf,45.444449,-73.433351,9520 Boulevard Leduc,"International,Californian,Burgers,Salads,Tartare,Grill",https://www.restomontreal.ca/resto/resto-bar-le-turf-au-oasis-surf-brossard/8770/en/
402,ZIBO! Restaurant-Bar,45.639488,-72.967176,1305 Rue Daniel Johnson O,"Californian,Grill,Salads,Pasta,Pizza,Burgers",https://www.restomontreal.ca/resto/zibo-restaurant-bar-saint-hyacinthe/12569/en/
403,Sushi Do,45.528365,-73.787146,920 Route Chomedey,"Sushi,Japanese,Grill,Fusion,Asian,Thai",https://www.restomontreal.ca/resto/sushi-sainte-dorothee/5726/en/
404,Lucille's Fairview,45.462955,-73.833099,6701 Route Transcanadienne,"Seafood/Fish,Grill,Fish & Chips,Tartare,Burgers,Steakhouse",https://www.restomontreal.ca/resto/lucilles-fairview-pointe-claire/15181/en/
405,Pincette - Bar à Homard,45.506489,-73.553006,94 Rue Saint-Paul E,"Seafood/Fish,Fish & Chips,Tartare,Pasta,Breakfast",https://www.restomontreal.ca/resto/pincette-bar-a-homard-old-montreal/14657/en/
406,Jacques Cartier Pizza,45.497619,-73.479372,2029 Boulevard Édouard,"Pizza,Poutine,Burgers,Comfort Food,Pasta,Sandwiches",https://www.restomontreal.ca/resto/jacques-cartier-pizza-saint-hubert/1189/en/
407,Pic Bois Bistro Taverne,45.720627,-73.493919,30 Rue Émile-Despins,"Regional,Bistro,Grill,Creative",https://www.restomontreal.ca/resto/pic-bois-bistro-taverne-charlemagne/7368/en/
