id,name,latitude,longitude,address,hash_tags,unique_page
131,Soba & Sushi Bar,45.474987,-73.608325,5227 Rue Sherbrooke O,"Sushi,Japanese,Chinese,Szechuan,Bubble tea,Soups",https://www.restomontreal.ca/resto/soba-sushi-bar-cote-des-neiges/5703/en/
132,Jack Saloon,45.441557,-73.439459,1720 Avenue des Lumières,"Burgers,BBQ,Grill,Steakhouse,Smokehouse,American",https://www.restomontreal.ca/resto/jack-saloon-brossard/6808/en/
133,La Piazzetta,45.534586,-73.514197,480 Rue St-Charles O,"Pizza,Italian,Salads,Bistro,Mediterranean,Pasta",https://www.restomontreal.ca/resto/la-piazzetta-vieux-longueuil/4338/en/
134,Umami Ramen & Izakaya,45.531235,-73.612691,6660 Rue Clark,"Vegan Options,Ramen,Japanese,Fusion,Asian,Soups",https://www.restomontreal.ca/resto/umami-ramen-izakaya-/13281/en/
135,Sushi Taxi,45.891353,-74.152815,100 Avenue de la Gare RR 6,"Sushi,Asian,Vegetarian,Poke Bowl,Gluten-free Options",https://www.restomontreal.ca/resto/sushi-taxi-saint-sauveur/3409/en/
136,Table 51,45.569375,-73.751282,3035 Boulevard le Carrefour,"Steakhouse,Grill,Comfort Food,Salads,Sandwiches,International",https://www.restomontreal.ca/resto/table-51-chomedey/3318/en/
137,Vino Rosso,45.520631,-73.710987,5291 Boulevard Henri-Bourassa O,"Italian,Mediterranean,Seafood/Fish,Grill,Pasta,Tartare",https://www.restomontreal.ca/resto/vino-rosso-ville-saint-laurent/1417/en/
138,Chez BOSS & fils,45.467703,-73.566137,3610 Rue Wellington,"Seafood/Fish,Market,Bistro,Asian,Gluten-free Options",https://www.restomontreal.ca/resto/chez-boss-fils-verdun/9276/en/
139,Casamigos,45.404179,-73.953649,154 Rue Ste-Anne,"Mexican,Vegetarian,Latin American,Gluten-free Options",https://www.restomontreal.ca/resto/casamigos-sainte-anne-de-bellevue/12314/en/
140,Boeuf Cochon,45.632685,-73.817788,407 Boulevard Labelle,"Steakhouse,Grill,Burgers,BBQ,Tartare,Poutine",https://www.restomontreal.ca/resto/boeuf-cochon-rosemere/14361/en/
141,New Restaurant Balam,45.501867,-73.667176,5090 Chemin de la Côte-de-Liesse Local FF-102,"Mexican,Latin American,Gluten-free Options",https://www.restomontreal.ca/resto/restaurant-balam-/19153/en/
142,Wing Phat,45.572862,-73.601742,4201 Rue Jarry E,"Asian,Thai,Chinese,Vietnamese,Vegetarian,Cambodian",https://www.restomontreal.ca/resto/wing-phat-anjou-st-leonard/6886/en/
143,Groupe RestosDix30 - Traiteur Corporatif,45.441052,-73.440323,6000 Boulevard Rome,"International,Market,Regional,Healthy,Seafood/Fish,Salads",https://www.restomontreal.ca/resto/groupe-restosdix30-traiteur-corporatif-brossard/14248/en/
144,Paparmane,45.503819,-73.557719,209 Rue Notre-Dame O,"Tea,Sandwiches,Desserts & Sweets,Vegan Options,Gluten-free Options",https://www.restomontreal.ca/resto/paparmane-old-montreal/17694/en/
145,Restaurant Lima 14,45.541091,-73.638153,8551 Boulevard St-Laurent,"Peruvian,Latin American,Tapas,Market,Grill,Gluten-free Options",https://www.restomontreal.ca/resto/restaurant-lima-14-parc-extension/14076/en/
146,Sésame,45.568534,-73.447808,20-C Boulevard de Mortagne,"Asian,Fusion,Chinese,Japanese,Thai,Vegetarian",https://www.restomontreal.ca/resto/sesame-boucherville/7259/en/
147,Les Cuisiniers,45.577039,-73.330811,1970 Rue Léonard-de-Vinci,"Market,Seafood/Fish,Grill,Steakhouse,Comfort Food,Tartare",https://www.restomontreal.ca/resto/les-cuisiniers-sainte-julie/14469/en/
148,Frite Alors!,45.522297,-73.57803,433 Rue Rachel E,"Comfort Food,Casse-Croute (Snack Bar),Poutine,Burgers,Sandwiches,Salads",https://www.restomontreal.ca/resto/frite-alors-le-plateau/747/en/
149,Tostadito café boulangerie,45.580182,-73.581192,5412 Rue Jean-Talon E,"Colombian,Latin American,Breakfast,Café,Bakery,Desserts & Sweets",https://www.restomontreal.ca/resto/tostadito-cafe-boulangerie-anjou-st-leonard/15996/en/
150,Tomate Basilic,45.650988,-73.512038,12585 Rue Sherbrooke E,"Italian,Pizza,Pasta,Mussels",https://www.restomontreal.ca/resto/tomate-basilic-rdp-pointe-aux-trembles/4247/en/
