id,rating,text,date,average_rating,amount_of_rating
27,3.0,"Nous sommes allés um samedi.Sushis fait avec du homards congelé
Poulet Karaage semble être fait avec des croquettes de poulet .Ma blonde à pris un poke bol le soumon & le thon goutaient le frigo.Ambiance bien mais la place sonne echo.Service bien mais un peu lent ne s'adapte pas aux clients devant eux viennent servir & c'est qui devont placer les assiettes.je ne reviendrai pas a cet endroit surtout pour le prix d'autres restos vont passer bien avan celui là.View more","Mar 2, 2025",,726
27,4.0,"Je prends toujours pour emporter.
La place à sushis 😃View more","Feb 27, 2025",,726
27,5.0,"De très bonnes portions , sushi vraiment bon & merci à Lauryane pour le bon service🙂View more","Feb 22, 2025",,726
27,5.0,Très bon service de la part de Lauryane.View more,"Feb 22, 2025",,726
27,4.0,Tres beau resto asiatique a st-luc...je le recommande.View more,"Feb 19, 2025",,726
27,5.0,Merci à Élodie pour son service. La nourriture était délicieuse!View more,"Feb 14, 2025",,726
27,5.0,Meilleur restaurant pour manger des sushisView more,"Feb 9, 2025",,726
27,5.0,Satori is & will always be my favorite sushi restaurant. We've been going there for 17 years & I was never close to being disappointed.View more,"Feb 2, 2025",,726
27,5.0,"Super service, sushi excellent comme à l'habitude. Toujours bien agréable d'aller souper là-bas!View more","Jan 26, 2025",,726
29,5.0,"If a huge salad is what you are craving, this is the place to indulge. Their salad selection is small, but some are with grilled chicken, some with chicken & egg & one with tuna. Don't be scared by the price. They can be a bit pricey, but they are enormous, & all are absolutely delicious. I have yet to finish one.
Ok. Ok. The ribs are one of the best in the city. A dinner must have.
I have been eating here for years & have yet to order a meal I did not completely enjoy.
Kudos to the chefs.View more","Apr 2, 2025",,737
29,5.0,Très bien manger repas chaud & bonne portionView more,"Mar 29, 2025",,737
29,5.0,Great food large portions excellent service good prices will definitely go backView more,"Mar 23, 2025",,737
29,5.0,"Nourriture internationale & originale. Il y a vraiment de tout, de quoi plaire à tout le monde. On n'a rien goûté de mauvais en soit, peut-être certains plats étaient un peu'trop' originaux par occasion, mais c'est vraiment ça le concept. Leur menu est un vrai roman, tellement de choix, qu'on va revenir souvent c'est sûr!!

Ambiance haut de gamme & service relativement rapide.View more","Mar 8, 2025",,737
29,5.0,"The food is delicious & large potions, the staff provides excellent servicesView more","Mar 8, 2025",,737
29,5.0,My belly is full & happy :)View more,"Mar 7, 2025",,737
29,5.0,I've always loved the food here. Some of it is comfort food & others are just crazy dishes that taste great.View more,"Mar 2, 2025",,737
29,5.0,"Service est super, la nourriture est délicieuse & originale, l'ambiance est relax, agréable.View more","Mar 2, 2025",,737
29,5.0,My go to place for the best best best Cobb salad in town for many years but first time posting! Celebrated my 40th with over 35 people & the service was fast & impeccable staff was great & helpful & everyone loved the food! Thank you so very much! ❤?View more,"Mar 1, 2025",,737
29,5.0,"Food is awesome, have been many times with friends & family, but reasonable $$$👍🏽👍🏽👍🏽View more","Feb 27, 2025",,737
29,5.0,"Nous avons organisé la fête d'anniversaire de notre fille le week-end dernier, avec plus de trente enfants présents. Les enfants ont apprécié leur repas & se sont beaucoup amusés. Les filles du restaurant était extrêmement serviable & attentionné. Merci beaucoup! Je suis très heureuse & chanceuse d'avoir choisi ce restaurant. Tout ici, la nourriture, l'environnement, le service, est digne de confiance.View more","Feb 27, 2025",,737
29,5.0,"Great food at reasonable prices with awesome service!
Had a lovely experience with our server Alex who was an absolute pleasure to deal with. Thank you Alex!View more","Feb 25, 2025",,737
29,2.0,"Always great soups, boulettes de Mac & cheese & spaghetti. The other items in the menu are not good.View more","Feb 19, 2025",,737
29,4.0,The pepperoni pizza was very dry.View more,"Feb 17, 2025",,737
29,2.0,Food is not as expectedView more,"Feb 15, 2025",,737
29,2.0,Le staff est gentil mais je n ai pas aimé la nourriture. Ailes de poulet remplis de gras trop raide. Tromper de cuisson sur le steak & en le corrigeant il s est tromper encore & il a perdu tout sont gout & sa texture. Nous ne retournerons pas.View more,"Feb 15, 2025",,737
29,5.0,"One of my favorite restaurants in the west island. Great variety, generous portions, great drinks, excellent service. Never disappointsView more","Feb 10, 2025",,737
29,5.0,Very delicious food & a great atmosphere. Would return.View more,"Feb 9, 2025",,737
29,5.0,C'était vraiment bon & il y a une bonne ambiance ainsi qu'un très bon serviceView more,"Feb 8, 2025",,737
29,3.0,Ok food ok service however we were 6 & they gave us a 5 seater table ....View more,"Feb 4, 2025",,737
30,5.0,"Portion généreuse avec un bon rapport qualité prix, parfait pour un lunch à ChabanelView more","Mar 12, 2025",,10
30,5.0,One of the best egg croissants I have ever had. Friendly service. Would strongly recommendView more,"Jan 13, 2025",,10
30,5.0,Impeccable service... Great coffee & cookiesView more,"Apr 22, 2024",,10
30,5.0,Very nice croissant! Fish is really good!View more,"Apr 10, 2024",,10
30,5.0,Le service était impécable! Le burger était double la taille de tous les burgers que je mange ailleurs & est très bon. Merci!!!View more,"Mar 8, 2024",,10
30,5.0,Highly recommended - good food & serviceView more,"Dec 17, 2023",,10
30,5.0,A top notch restaurant top service & fantastic food!View more,"Dec 16, 2023",,10
30,5.0,"Great Food Great prices ! Food made with love , Bravo ! My colleagues & I we order or go there at least once a week , we never got disappointed thumbs upView more","Dec 16, 2023",,10
31,4.0,"The food was very delicious.You simply order by an I-Pad that is placed on your table.We were a party of 5 & had the all you can eat for $39,90 incl Water. Absolutely worth it. Drinks are extra.
The Place was full & we were happy to have had a  reservation that I definitely recommend.View more","Apr 8, 2025",,320
31,5.0,Excellente cuisine. Service a rapidité moyenne mais on doit comprendre que le restaurant est plein & que c'est de type all-u-can-eat donc beaucoup beaucoup de commande de tous. Mais notre serveur a été fabuleux.View more,"Mar 31, 2025",,320
31,5.0,Délicieux & très bon service !View more,"Mar 23, 2025",,320
31,5.0,"Au dix30 wow quelle belle expérience!!! On était deux. On est allés s'inscrire & une heure plus tard , ils nous envoyaient un message sms pour nous dire d'arriver car nous sommes allés au Dirty prendre un drink en attendant . Le personnel était très attentionné & souriant . J'ai déjà hâte à la prochaine fois .   Josée Grenier, GranbyView more","Mar 23, 2025",,320
31,4.0,"J'ai essayé plusieurs endroits de type'à volonté'. Tout se qui était sushi était excellent & délicieux. Les tempuras aussi était très bon.

Pour les plats plus'sauté' comme Udon, Pad Thai, je les ai trouver très décevant comparé à ailleurs. Leur boeuf au sésame goûtait seulement la sauce hoisin, aucunement le sésame. Le champignon crème à l'ail ne goûtait aucunement l'ail, plus une sauce soya sucré. Tout cela n'était pas mauvais, mais pas aussi bon que d'autres restaurant du genre.

Finalement, je recommande fortement pour les sushi, moins pour les autres choix.View more","Mar 23, 2025",,320
31,5.0,Les meilleurs sushis à volonté sans hésiteView more,"Mar 22, 2025",,320
31,3.0,"On sait pas trop quoi en penser, le personnel est gentil mais les sushis ne sont pas non plus excellent. Nous sommes déçus par rapport à la note qu'ils ont. Le riz n'a pas un goût de riz à sushi & il y avait un plat de viande avec des sésames dedans vraiment à éviter à tout prix..View more","Mar 21, 2025",,320
31,4.0,"Formule à la carte où sushi à volonté pour environ 35$. À l'occasion il y a aussi des spéciaux sur la Sapporo 2/5$.

Très grand choix de sushi, brochettes, de viandes laquées & d'accompagnement comme la salade d'algues & de très bonnes soupes.

Le midi c'est toujours bien occupé mais malgré cela, le service est rapide & courtois. Bières japonaises aussi disponibles.

#: restaurant, formule à volonté, sushi, boeuf, crevette, poulet, porc, riz, won ton, dumpling, Ville de LongueuilView more","Mar 16, 2025",,320
31,3.0,"Les sushi étais bon, j'ai tiper 15% avec ma carte (7$)

j'étais avec ma copine elle a payée 50$ liquide( total 51$) & j'ai payer 1$ & 2$ de tip & il étais fâcher & a chialer en parlant des serveurs dehors ??! J'ai pas compris cela très décevant même si cetais bon il ne devrais pas chialer pour les pourboire de plus que j'en n'ai laisseView more","Mar 15, 2025",,320
31,4.0,"Très bon, service rapide en majorité, excepté pour les sashimis qui ont pris vraiment beaucoup de temps (comparé à d'autres AYCE), pour 50 morceaux & mauvaise quantité (50 au lieu de 100).

On utilise des iPad pour commander ce qui est très pratique, pas besoin de scanner de code avec son téléphone, ça fait changement.

J'ai payé environ ~44$ avec une boisson gazeuse & 15% de tip. Pour un prix initial de ~29$.

Très satisfait en grande partie & le propriétaire est très gentil, serviable & sympathique.View more","Mar 15, 2025",,320
31,5.0,I discovered this place thanks to my friend we go to the one in downtown Montreal or Longueil  both are amazing have great friendly staff super organized  fast clean tidy nice  I suggest to go there it's worth it they offer great options varietyView more,"Mar 8, 2025",,320
31,5.0,Très bon :)View more,"Mar 6, 2025",,320
31,5.0,Super bon resto!!View more,"Mar 6, 2025",,320
31,5.0,Our favorite all you can eat sushi. Staff is great & the food is amazing.View more,"Mar 4, 2025",,320
31,5.0,Nourriture incroyable!View more,"Feb 28, 2025",,320
31,5.0,Très bon sushis & très bon service.  Meilleur sushis que j ai manger jusqu'à présent. Je vais reveniView more,"Feb 26, 2025",,320
31,5.0,Best sushi near montreal.  Waaaw perfect !!!!View more,"Feb 26, 2025",,320
31,5.0,"Commande à emporter, belle accueil au téléphone & au restaurant, produit frais , on a bien mangéView more","Feb 26, 2025",,320
31,5.0,"Bit expensive over $200 for family of 4 (1 kid)
Food is good!View more","Feb 21, 2025",,320
31,4.0,"Réservation pour 19:00. Party de 3 personnes dont l'anniversaire de l'une. ( aucune attention apportée ) C'était ma deuxième fois. J'ai trouvé cette 2 ième fois que l'endroit accusait une propreté alléatoire. Les aliments cuit dans l'huile goutaient l'huile d'où une qualité moindre. Les mets amenés manquaient de finition & fabriqués rapidement & la présentation moins soignée. Un jeudi cette fois comparativement à un dimanche pour la ière fois. Service jeune & dynamique. Manque de rigueur en général. Plus de soins & d'attention devrait être apportés en général.  Avisé que nous avons 2 heures pour consommer après la commande & que nous serions facturé en extra 1$ pièces s'il y avait excédent dans les plats retournés. Pour toutes ces raisons une note globale d'appréciation de 3.5 est le maximum.
$45  taxes incluses & un vin à 31.95 en sus.View more","Feb 21, 2025",,320
32,4.0,"Animateur de feu, cuisine moyenne. Belle ambiance les enfants ont adorés.View more","Apr 6, 2025",,1040
32,5.0,Je recommande à tous! Autant en famille qu'entre amis. On s'est bien amusés & on à bien mangé! Il y a beaucoup de choix de jeux.🤗View more,"Mar 23, 2025",,1040
32,5.0,Had a fantastic time there this evening. The staff were all welcoming & made our first visit lovely especially for me as I don't speak French well.View more,"Mar 21, 2025",,1040
32,5.0,"Tombé sur l'endroit complètement par hasard en attendant l'heure de notre réservation ailleurs.
Les meilleures frites de patates douces que j'ai mangées.View more","Mar 19, 2025",,1040
32,4.0,"J'ai beaucoup aimé, il y avait une activité de financement & beaucoup de bruit mais j'ai aimé le jeu & l'idée du Randolph, je reviendrai certainement! Je n'ai pas coté la cuisine je n'ai pas mangé. MerciView more","Mar 17, 2025",,1040
32,4.0,"Très bel endroit. On joue à des jeux de société en mangeant. Le service est super & l'équipe est très accueillante. La nourriture n'est pas top, mais ça vaut le déplacement.View more","Mar 6, 2025",,1040
